hhid,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group
Y24H6056137,1,Greater Shepparton (C),9,9
Y24H6056142,2,Greater Shepparton (C),9,9
Y24H6056201,4,Moira (S),11,11
Y24H6056208,2,Moira (S),10,10
Y24H6056211,2,Moira (S),10,10
Y24H6056213,2,Moira (S),15,15
Y24H6056214,2,Moira (S),6,6
Y24H6056217,1,Moira (S),8,8
Y24H6056221,3,Moira (S),16,16
Y24H6056222,1,Moira (S),2,2
Y24H6056224,1,Moira (S),6,6
Y24H6056225,2,Moira (S),8,8
Y24H6056227,1,Moira (S),6,6
Y24H6056228,3,Moira (S),14,14
Y24H6056230,3,Moira (S),12,12
Y24H6056232,1,Moira (S),6,6
Y24H6056237,2,Moira (S),14,14
Y24H6056238,1,Moira (S),7,7
Y24H6056242,3,Moira (S),15,15
Y24H6060103,2,Kingston (C),5,5
Y24H6060107,1,Kingston (C),9,9
Y24H6060109,2,Kingston (C),17,17
Y24H6060110,0,Kingston (C),7,7
Y24H6060111,1,Kingston (C),12,12
Y24H6060112,2,Kingston (C),11,11
Y24H6060113,2,Kingston (C),17,17
Y24H6060115,1,Kingston (C),5,5
Y24H6060119,3,Kingston (C),5,5
Y24H6060120,3,Kingston (C),12,12
Y24H6060124,2,Kingston (C),7,7
Y24H6060127,3,Kingston (C),16,16
Y24H6060130,2,Kingston (C),11,11
Y24H6060133,1,Kingston (C),5,5
Y24H6060140,2,Kingston (C),8,8
Y24H6060201,1,Whitehorse (C),5,5
Y24H6060203,1,Whitehorse (C),9,9
Y24H6060204,0,Whitehorse (C),9,9
Y24H6060205,2,Whitehorse (C),11,11
Y24H6060210,0,Whitehorse (C),3,3
Y24H6060212,2,Whitehorse (C),0,0
Y24H6060216,1,Whitehorse (C),2,2
Y24H6060226,1,Whitehorse (C),7,7
Y24H6060233,1,Whitehorse (C),9,9
Y24H6060234,1,Whitehorse (C),4,4
Y24H6060236,0,Whitehorse (C),4,4
Y24H6060307,0,Merri-bek (C),10,10
Y24H6060308,0,Merri-bek (C),12,12
Y24H6060315,1,Merri-bek (C),17,17
Y24H6060321,1,Merri-bek (C),17,17
Y24H6060322,1,Merri-bek (C),12,12
Y24H6060326,2,Merri-bek (C),14,14
Y24H6060328,1,Merri-bek (C),12,12
Y24H6060331,1,Merri-bek (C),12,12
Y24H6060334,2,Merri-bek (C),10,10
Y24H6060335,2,Merri-bek (C),12,12
Y24H6060336,1,Merri-bek (C),2,2
Y24H6060339,0,Merri-bek (C),1,1
Y24H6060401,3,Hume (C),12,12
Y24H6060407,2,Hume (C),11,11
Y24H6060411,1,Hume (C),4,4
Y24H6060412,1,Hume (C),5,5
Y24H6060416,3,Hume (C),0,0
Y24H6066102,2,Greater Shepparton (C),11,11
Y24H6066109,1,Greater Shepparton (C),7,7
Y24H6066110,1,Greater Shepparton (C),14,14
Y24H6066112,2,Greater Shepparton (C),6,6
Y24H6066119,1,Greater Shepparton (C),1,1
Y24H6066122,1,Greater Shepparton (C),11,11
Y24H6066125,1,Greater Shepparton (C),12,12
Y24H6066131,2,Greater Shepparton (C),12,12
Y24H6066132,1,Greater Shepparton (C),12,12
Y24H6066135,4,Greater Shepparton (C),13,13
Y24H6066137,2,Greater Shepparton (C),6,6
Y24H6066138,1,Greater Shepparton (C),6,6
Y24H6066139,2,Greater Shepparton (C),7,7
Y24H6066202,1,Greater Shepparton (C),12,12
Y24H6066203,1,Greater Shepparton (C),12,12
Y24H6066206,2,Greater Shepparton (C),18,18
Y24H6066207,2,Greater Shepparton (C),11,11
Y24H6066209,2,Greater Shepparton (C),8,8
Y24H6066214,1,Greater Shepparton (C),4,4
Y24H6066218,3,Greater Shepparton (C),15,15
Y24H6066221,2,Greater Shepparton (C),13,13
Y24H6066223,2,Greater Shepparton (C),15,15
Y24H6066231,1,Greater Shepparton (C),6,6
Y24H6066232,4,Greater Shepparton (C),13,13
Y24H6066233,0,Greater Shepparton (C),15,15
Y24H6070103,2,Casey (C),10,10
Y24H6070104,2,Casey (C),15,15
Y24H6070106,4,Casey (C),9,9
Y24H6070109,7,Casey (C),13,13
Y24H6070112,1,Casey (C),9,9
Y24H6070113,2,Casey (C),5,5
Y24H6070115,3,Casey (C),3,3
Y24H6070119,2,Casey (C),8,8
Y24H6070122,2,Casey (C),10,10
Y24H6070128,1,Casey (C),2,2
Y24H6070129,3,Casey (C),18,18
Y24H6070134,2,Casey (C),12,12
Y24H6070139,2,Casey (C),1,1
Y24H6070140,3,Casey (C),8,8
Y24H6070142,1,Casey (C),7,7
Y24H6070204,1,Maroondah (C),10,10
Y24H6070206,2,Maroondah (C),9,9
Y24H6070207,3,Maroondah (C),12,12
Y24H6070208,1,Maroondah (C),1,1
Y24H6070209,3,Maroondah (C),14,14
Y24H6070211,2,Maroondah (C),13,13
Y24H6070213,1,Maroondah (C),14,14
Y24H6070219,1,Maroondah (C),16,16
Y24H6070222,0,Maroondah (C),9,9
Y24H6070224,2,Maroondah (C),15,15
Y24H6070228,2,Maroondah (C),18,18
Y24H6070231,2,Maroondah (C),7,7
Y24H6070235,1,Maroondah (C),5,5
Y24H6070236,1,Maroondah (C),4,4
Y24H6070238,2,Maroondah (C),13,13
Y24H6070239,1,Maroondah (C),12,12
Y24H6070303,1,Port Phillip (C),1,1
Y24H6070304,0,Port Phillip (C),5,5
Y24H6070306,0,Port Phillip (C),4,4
Y24H6070314,1,Port Phillip (C),17,17
Y24H6070315,1,Port Phillip (C),8,8
Y24H6070317,1,Port Phillip (C),9,9
Y24H6070320,1,Port Phillip (C),13,13
Y24H6070323,0,Stonnington (C),15,15
Y24H6070324,3,Stonnington (C),17,17
Y24H6070326,1,Stonnington (C),14,14
Y24H6070328,2,Stonnington (C),8,8
Y24H6070331,0,Stonnington (C),2,2
Y24H6070332,1,Stonnington (C),11,11
Y24H6070333,2,Stonnington (C),16,16
Y24H6070334,1,Stonnington (C),3,3
Y24H6070337,2,Stonnington (C),8,8
Y24H6070338,1,Stonnington (C),16,16
Y24H6070341,2,Stonnington (C),7,7
Y24H6070401,3,Banyule (C),9,9
Y24H6070402,1,Banyule (C),7,7
Y24H6070403,2,Banyule (C),16,16
Y24H6070405,2,Banyule (C),5,5
Y24H6070407,3,Banyule (C),13,13
Y24H6070408,1,Banyule (C),4,4
Y24H6070409,1,Banyule (C),14,14
Y24H6070410,1,Banyule (C),7,7
Y24H6070411,1,Banyule (C),14,14
Y24H6070417,2,Banyule (C),9,9
Y24H6070418,2,Banyule (C),15,15
Y24H6070423,0,Banyule (C),12,12
Y24H6070428,1,Banyule (C),7,7
Y24H6070432,1,Banyule (C),8,8
Y24H6070436,2,Banyule (C),18,18
Y24H6070439,1,Banyule (C),17,17
Y24H6070442,1,Banyule (C),11,11
Y24H6076118,1,Campaspe (S),2,2
Y24H6076125,4,Campaspe (S),4,4
Y24H6076134,1,Campaspe (S),10,10
Y24H6076141,2,Campaspe (S),11,11
Y24H6076206,1,Greater Shepparton (C),4,4
Y24H6076208,1,Greater Shepparton (C),5,5
Y24H6076209,1,Greater Shepparton (C),4,4
Y24H6076210,2,Greater Shepparton (C),6,6
Y24H6076223,2,Greater Shepparton (C),5,5
Y24H6076225,1,Greater Shepparton (C),4,4
Y24H6076228,1,Greater Shepparton (C),3,3
Y24H6076230,2,Greater Shepparton (C),8,8
Y24H6076242,2,Greater Shepparton (C),11,11
Y24H6080101,2,Mornington Peninsula (S),11,11
Y24H6080102,2,Mornington Peninsula (S),9,9
Y24H6080108,2,Mornington Peninsula (S),12,12
Y24H6080110,2,Mornington Peninsula (S),12,12
Y24H6080111,1,Mornington Peninsula (S),6,6
Y24H6080118,2,Mornington Peninsula (S),7,7
Y24H6080123,2,Mornington Peninsula (S),12,12
Y24H6080124,2,Mornington Peninsula (S),2,2
Y24H6080126,0,Mornington Peninsula (S),7,7
Y24H6080131,3,Mornington Peninsula (S),13,13
Y24H6080132,2,Mornington Peninsula (S),13,13
Y24H6080136,2,Mornington Peninsula (S),6,6
Y24H6080139,2,Mornington Peninsula (S),7,7
Y24H6080141,0,Mornington Peninsula (S),13,13
Y24H6080301,2,Hobsons Bay (C),15,15
Y24H6080303,2,Hobsons Bay (C),18,18
Y24H6080304,2,Hobsons Bay (C),12,12
Y24H6080305,1,Hobsons Bay (C),14,14
Y24H6080307,1,Hobsons Bay (C),14,14
Y24H6080308,2,Hobsons Bay (C),13,13
Y24H6080309,2,Hobsons Bay (C),16,16
Y24H6080311,1,Hobsons Bay (C),18,18
Y24H6080313,2,Hobsons Bay (C),17,17
Y24H6080314,3,Hobsons Bay (C),18,18
Y24H6080315,1,Hobsons Bay (C),5,5
Y24H6080317,1,Hobsons Bay (C),17,17
Y24H6080321,1,Hobsons Bay (C),14,14
Y24H6080322,1,Hobsons Bay (C),7,7
Y24H6080323,2,Hobsons Bay (C),17,17
Y24H6080325,0,Hobsons Bay (C),8,8
Y24H6080327,2,Hobsons Bay (C),19,19
Y24H6080329,1,Hobsons Bay (C),12,12
Y24H6080330,0,Hobsons Bay (C),5,5
Y24H6080331,4,Hobsons Bay (C),10,10
Y24H6080336,1,Hobsons Bay (C),6,6
Y24H6080341,3,Hobsons Bay (C),14,14
Y24H6080401,0,Whittlesea (C),6,6
Y24H6080403,2,Whittlesea (C),13,13
Y24H6080409,1,Whittlesea (C),10,10
Y24H6080417,1,Whittlesea (C),12,12
Y24H6080418,1,Whittlesea (C),0,0
Y24H6080424,1,Whittlesea (C),10,10
Y24H6080428,1,Whittlesea (C),8,8
Y24H6080431,2,Whittlesea (C),16,16
Y24H6080437,3,Whittlesea (C),17,17
Y24H6080438,2,Whittlesea (C),14,14
Y24H6080439,1,Whittlesea (C),14,14
Y24H6080442,4,Whittlesea (C),10,10
Y24H6080502,1,Brimbank (C),0,0
Y24H6080505,1,Brimbank (C),12,12
Y24H6080507,1,Brimbank (C),14,14
Y24H6080508,2,Brimbank (C),12,12
Y24H6080510,2,Brimbank (C),10,10
Y24H6080513,2,Brimbank (C),14,14
Y24H6080515,2,Brimbank (C),11,11
Y24H6080516,0,Brimbank (C),5,5
Y24H6080517,1,Brimbank (C),9,9
Y24H6080518,1,Brimbank (C),15,15
Y24H6080520,1,Brimbank (C),17,17
Y24H6080530,1,Maribyrnong (C),8,8
Y24H6080533,1,Maribyrnong (C),10,10
Y24H6080539,1,Maribyrnong (C),12,12
Y24H6080542,1,Maribyrnong (C),11,11
Y24H6086102,2,Greater Shepparton (C),6,6
Y24H6086105,2,Greater Shepparton (C),11,11
Y24H6086106,1,Greater Shepparton (C),15,15
Y24H6086111,0,Greater Shepparton (C),4,4
Y24H6086112,2,Greater Shepparton (C),8,8
Y24H6086116,2,Greater Shepparton (C),3,3
Y24H6086119,0,Greater Shepparton (C),2,2
Y24H6086125,2,Greater Shepparton (C),18,18
Y24H6086130,1,Greater Shepparton (C),14,14
Y24H6086133,2,Greater Shepparton (C),12,12
Y24H6086136,2,Greater Shepparton (C),13,13
Y24H6086139,1,Greater Shepparton (C),13,13
Y24H6086140,2,Greater Shepparton (C),8,8
Y24H6086203,1,Moira (S),3,3
Y24H6086210,3,Moira (S),3,3
Y24H6086211,3,Moira (S),10,10
Y24H6086212,2,Moira (S),3,3
Y24H6086213,1,Moira (S),1,1
Y24H6086216,2,Moira (S),9,9
Y24H6086219,1,Moira (S),9,9
Y24H6086221,1,Moira (S),7,7
Y24H6086225,2,Moira (S),8,8
Y24H6086226,2,Moira (S),6,6
Y24H6086228,1,Moira (S),3,3
Y24H6086231,2,Moira (S),9,9
Y24H6086234,3,Moira (S),17,17
Y24H6086238,1,Moira (S),4,4
Y24H6090201,1,Monash (C),15,15
Y24H6090202,2,Monash (C),10,10
Y24H6090203,1,Monash (C),8,8
Y24H6090204,2,Monash (C),13,13
Y24H6090205,2,Monash (C),14,14
Y24H6090206,2,Monash (C),8,8
Y24H6090208,2,Monash (C),17,17
Y24H6090209,2,Monash (C),15,15
Y24H6090214,1,Monash (C),3,3
Y24H6090216,1,Monash (C),12,12
Y24H6090218,2,Monash (C),12,12
Y24H6090219,0,Monash (C),5,5
Y24H6090220,1,Monash (C),9,9
Y24H6090224,2,Monash (C),12,12
Y24H6090225,2,Monash (C),18,18
Y24H6090229,1,Monash (C),10,10
Y24H6090232,1,Monash (C),11,11
Y24H6090234,2,Monash (C),15,15
Y24H6090237,1,Monash (C),0,0
Y24H6090241,2,Monash (C),14,14
Y24H6090301,1,Maribyrnong (C),14,14
Y24H6090302,1,Maribyrnong (C),12,12
Y24H6090304,2,Maribyrnong (C),14,14
Y24H6090307,1,Maribyrnong (C),18,18
Y24H6090309,1,Maribyrnong (C),6,6
Y24H6090312,1,Maribyrnong (C),9,9
Y24H6090313,1,Maribyrnong (C),11,11
Y24H6090314,1,Maribyrnong (C),18,18
Y24H6090317,1,Maribyrnong (C),12,12
Y24H6090319,0,Maribyrnong (C),3,3
Y24H6090320,0,Maribyrnong (C),14,14
Y24H6090323,1,Moonee Valley (C),4,4
Y24H6090324,2,Moonee Valley (C),18,18
Y24H6090327,1,Moonee Valley (C),18,18
Y24H6090333,1,Moonee Valley (C),6,6
Y24H6090334,1,Moonee Valley (C),17,17
Y24H6090335,1,Moonee Valley (C),8,8
Y24H6090337,2,Moonee Valley (C),14,14
Y24H6090339,0,Moonee Valley (C),7,7
Y24H6090340,3,Moonee Valley (C),4,4
Y24H6090342,1,Moonee Valley (C),17,17
Y24H6090406,2,Hume (C),17,17
Y24H6090409,1,Hume (C),12,12
Y24H6090411,1,Hume (C),4,4
Y24H6090412,1,Hume (C),17,17
Y24H6090414,4,Hume (C),18,18
Y24H6090415,0,Hume (C),4,4
Y24H6090417,1,Hume (C),12,12
Y24H6090421,1,Hume (C),8,8
Y24H6090425,1,Hume (C),4,4
Y24H6090431,1,Hume (C),12,12
Y24H6090440,1,Hume (C),12,12
Y24H6090501,2,Brimbank (C),14,14
Y24H6090503,2,Brimbank (C),14,14
Y24H6090504,1,Brimbank (C),5,5
Y24H6090505,2,Brimbank (C),14,14
Y24H6090511,0,Brimbank (C),7,7
Y24H6090512,2,Brimbank (C),12,12
Y24H6090514,1,Brimbank (C),6,6
Y24H6090515,2,Brimbank (C),16,16
Y24H6090518,2,Brimbank (C),6,6
Y24H6090522,0,Brimbank (C),3,3
Y24H6090523,2,Brimbank (C),9,9
Y24H6090534,2,Brimbank (C),12,12
Y24H6090541,1,Brimbank (C),3,3
Y24H6096104,4,Campaspe (S),16,16
Y24H6096105,4,Campaspe (S),17,17
Y24H6096106,2,Campaspe (S),5,5
Y24H6096109,2,Campaspe (S),2,2
Y24H6096110,2,Campaspe (S),5,5
Y24H6096114,5,Campaspe (S),13,13
Y24H6096119,2,Campaspe (S),3,3
Y24H6096122,4,Campaspe (S),11,11
Y24H6096123,2,Campaspe (S),4,4
Y24H6096129,5,Campaspe (S),15,15
Y24H6096131,2,Campaspe (S),13,13
Y24H6096132,0,Campaspe (S),6,6
Y24H6096133,1,Campaspe (S),5,5
Y24H6096136,3,Campaspe (S),13,13
Y24H6110107,1,Cardinia (S),9,9
Y24H6110110,3,Cardinia (S),9,9
Y24H6110111,3,Cardinia (S),12,12
Y24H6110112,6,Cardinia (S),17,17
Y24H6110113,2,Cardinia (S),14,14
Y24H6110117,2,Cardinia (S),5,5
Y24H6110118,4,Cardinia (S),18,18
Y24H6110123,1,Cardinia (S),6,6
Y24H6110124,1,Cardinia (S),2,2
Y24H6110125,1,Cardinia (S),18,18
Y24H6110126,2,Cardinia (S),5,5
Y24H6110131,1,Cardinia (S),3,3
Y24H6110132,1,Cardinia (S),12,12
Y24H6110134,2,Cardinia (S),4,4
Y24H6110136,2,Cardinia (S),15,15
Y24H6110139,2,Cardinia (S),5,5
Y24H6110140,2,Cardinia (S),8,8
Y24H6110142,2,Cardinia (S),12,12
Y24H6110202,3,Maroondah (C),17,17
Y24H6110203,2,Maroondah (C),14,14
Y24H6110206,1,Maroondah (C),14,14
Y24H6110209,2,Maroondah (C),17,17
Y24H6110211,1,Maroondah (C),8,8
Y24H6110215,2,Maroondah (C),17,17
Y24H6110221,1,Maroondah (C),6,6
Y24H6110223,1,Yarra Ranges (S),9,9
Y24H6110226,1,Yarra Ranges (S),5,5
Y24H6110227,4,Yarra Ranges (S),13,13
Y24H6110233,2,Yarra Ranges (S),15,15
Y24H6110234,1,Yarra Ranges (S),11,11
Y24H6110236,4,Yarra Ranges (S),10,10
Y24H6110237,2,Yarra Ranges (S),12,12
Y24H6110240,1,Yarra Ranges (S),5,5
Y24H6110301,3,Kingston (C),14,14
Y24H6110302,2,Kingston (C),18,18
Y24H6110303,1,Kingston (C),18,18
Y24H6110305,2,Kingston (C),8,8
Y24H6110309,0,Kingston (C),14,14
Y24H6110310,2,Kingston (C),4,4
Y24H6110315,3,Kingston (C),17,17
Y24H6110317,1,Kingston (C),15,15
Y24H6110318,2,Kingston (C),7,7
Y24H6110323,0,Kingston (C),4,4
Y24H6110324,3,Kingston (C),13,13
Y24H6110327,3,Kingston (C),13,13
Y24H6110329,1,Kingston (C),6,6
Y24H6110331,2,Kingston (C),7,7
Y24H6110332,2,Kingston (C),16,16
Y24H6110335,1,Kingston (C),8,8
Y24H6110336,1,Kingston (C),8,8
Y24H6110338,2,Kingston (C),8,8
Y24H6110341,0,Kingston (C),12,12
Y24H6110501,1,Melton (S),12,12
Y24H6110504,2,Melton (S),12,12
Y24H6110520,2,Melton (S),14,14
Y24H6110521,2,Melton (S),8,8
Y24H6110533,2,Melton (S),10,10
Y24H6110534,3,Melton (S),11,11
Y24H6110541,2,Melton (S),9,9
Y24H6116102,5,Moira (S),10,10
Y24H6116103,3,Moira (S),14,14
Y24H6116109,2,Moira (S),11,11
Y24H6116113,2,Moira (S),2,2
Y24H6116114,2,Moira (S),10,10
Y24H6116115,2,Moira (S),10,10
Y24H6116117,3,Moira (S),3,3
Y24H6116118,1,Moira (S),4,4
Y24H6116119,2,Moira (S),1,1
Y24H6116122,1,Moira (S),12,12
Y24H6116124,1,Moira (S),12,12
Y24H6116126,2,Moira (S),7,7
Y24H6116127,1,Moira (S),5,5
Y24H6116128,0,Moira (S),3,3
Y24H6116129,1,Moira (S),14,14
Y24H6116131,1,Moira (S),6,6
Y24H6116132,1,Moira (S),4,4
Y24H6116133,1,Moira (S),1,1
Y24H6116134,1,Moira (S),17,17
Y24H6116136,3,Moira (S),17,17
Y24H6116139,2,Moira (S),11,11
Y24H6116142,1,Moira (S),7,7
Y24H6116205,1,Moira (S),7,7
Y24H6116212,1,Moira (S),12,12
Y24H6116217,1,Moira (S),5,5
Y24H6116218,2,Moira (S),5,5
Y24H6116219,0,Moira (S),5,5
Y24H6116226,1,Moira (S),13,13
Y24H6116227,1,Moira (S),12,12
Y24H6116229,3,Moira (S),13,13
Y24H6116234,2,Moira (S),11,11
Y24H6116239,2,Moira (S),6,6
Y24H6120108,1,Casey (C),7,7
Y24H6120110,1,Casey (C),6,6
Y24H6120114,2,Casey (C),10,10
Y24H6120115,1,Casey (C),11,11
Y24H6120116,1,Casey (C),6,6
Y24H6120117,0,Casey (C),9,9
Y24H6120123,2,Casey (C),14,14
Y24H6120124,3,Casey (C),11,11
Y24H6120126,1,Casey (C),10,10
Y24H6120128,2,Casey (C),8,8
Y24H6120135,2,Casey (C),14,14
Y24H6120136,4,Casey (C),11,11
Y24H6120138,3,Casey (C),14,14
Y24H6120140,2,Casey (C),3,3
Y24H6120142,2,Casey (C),13,13
Y24H6120201,1,Whitehorse (C),0,0
Y24H6120202,2,Whitehorse (C),17,17
Y24H6120207,2,Whitehorse (C),14,14
Y24H6120208,2,Whitehorse (C),14,14
Y24H6120209,3,Whitehorse (C),8,8
Y24H6120211,2,Whitehorse (C),5,5
Y24H6120212,0,Whitehorse (C),8,8
Y24H6120219,1,Whitehorse (C),10,10
Y24H6120223,1,Whitehorse (C),1,1
Y24H6120225,2,Whitehorse (C),14,14
Y24H6120229,0,Whitehorse (C),1,1
Y24H6120234,3,Whitehorse (C),14,14
Y24H6120237,1,Whitehorse (C),14,14
Y24H6120238,2,Whitehorse (C),17,17
Y24H6120240,1,Whitehorse (C),8,8
Y24H6120241,3,Whitehorse (C),12,12
Y24H6120301,0,Port Phillip (C),4,4
Y24H6120302,0,Port Phillip (C),4,4
Y24H6120303,2,Port Phillip (C),18,18
Y24H6120304,1,Port Phillip (C),14,14
Y24H6120309,0,Port Phillip (C),6,6
Y24H6120311,1,Port Phillip (C),1,1
Y24H6120312,0,Port Phillip (C),1,1
Y24H6120314,1,Port Phillip (C),18,18
Y24H6120317,1,Port Phillip (C),12,12
Y24H6120318,2,Port Phillip (C),12,12
Y24H6120325,1,Port Phillip (C),13,13
Y24H6120329,1,Port Phillip (C),14,14
Y24H6120330,2,Port Phillip (C),8,8
Y24H6120331,1,Port Phillip (C),6,6
Y24H6120332,1,Port Phillip (C),4,4
Y24H6120334,0,Port Phillip (C),5,5
Y24H6120337,3,Port Phillip (C),12,12
Y24H6120339,1,Port Phillip (C),12,12
Y24H6120406,2,Hume (C),6,6
Y24H6120414,2,Hume (C),14,14
Y24H6120416,2,Hume (C),11,11
Y24H6120424,1,Hume (C),6,6
Y24H6120429,2,Hume (C),17,17
Y24H6120430,4,Hume (C),14,14
Y24H6120433,2,Hume (C),12,12
Y24H6126106,2,Campaspe (S),5,5
Y24H6126107,4,Campaspe (S),9,9
Y24H6126112,3,Campaspe (S),7,7
Y24H6126116,2,Campaspe (S),11,11
Y24H6126123,2,Campaspe (S),8,8
Y24H6126132,2,Campaspe (S),1,1
Y24H6126133,2,Campaspe (S),8,8
Y24H6126134,1,Campaspe (S),4,4
Y24H6126136,2,Campaspe (S),6,6
Y24H6126206,1,Moira (S),5,5
Y24H6126210,1,Moira (S),6,6
Y24H6126214,2,Moira (S),4,4
Y24H6126215,1,Moira (S),19,19
Y24H6126217,2,Moira (S),7,7
Y24H6126219,1,Moira (S),14,14
Y24H6126221,1,Moira (S),9,9
Y24H6126222,1,Moira (S),0,0
Y24H6126223,1,Moira (S),3,3
Y24H6126224,2,Moira (S),12,12
Y24H6126227,2,Moira (S),13,13
Y24H6126231,1,Moira (S),4,4
Y24H6126232,1,Moira (S),4,4
Y24H6126239,1,Moira (S),7,7
Y24H6126240,2,Moira (S),7,7
Y24H6126241,1,Moira (S),6,6
Y24H6130102,2,Greater Dandenong (C),3,3
Y24H6130108,0,Greater Dandenong (C),1,1
Y24H6130111,2,Greater Dandenong (C),13,13
Y24H6130118,2,Greater Dandenong (C),8,8
Y24H6130119,2,Greater Dandenong (C),12,12
Y24H6130123,1,Greater Dandenong (C),9,9
Y24H6130125,1,Greater Dandenong (C),4,4
Y24H6130127,1,Greater Dandenong (C),4,4
Y24H6130129,1,Greater Dandenong (C),12,12
Y24H6130136,1,Greater Dandenong (C),12,12
Y24H6130138,1,Greater Dandenong (C),13,13
Y24H6130140,1,Greater Dandenong (C),3,3
Y24H6130202,2,Knox (C),7,7
Y24H6130204,2,Knox (C),9,9
Y24H6130208,2,Knox (C),10,10
Y24H6130209,2,Knox (C),15,15
Y24H6130211,3,Knox (C),17,17
Y24H6130212,2,Knox (C),8,8
Y24H6130213,2,Knox (C),18,18
Y24H6130218,2,Knox (C),8,8
Y24H6130220,2,Knox (C),11,11
Y24H6130222,2,Knox (C),9,9
Y24H6130225,2,Knox (C),8,8
Y24H6130226,2,Knox (C),12,12
Y24H6130227,0,Knox (C),6,6
Y24H6130229,2,Knox (C),11,11
Y24H6130231,3,Knox (C),15,15
Y24H6130232,3,Knox (C),15,15
Y24H6130233,1,Knox (C),14,14
Y24H6130234,1,Knox (C),18,18
Y24H6130236,1,Knox (C),16,16
Y24H6130237,3,Knox (C),13,13
Y24H6130238,2,Knox (C),11,11
Y24H6130240,1,Knox (C),13,13
Y24H6130241,1,Knox (C),12,12
Y24H6130303,1,Yarra (C),18,18
Y24H6130305,1,Yarra (C),15,15
Y24H6130307,0,Yarra (C),4,4
Y24H6130310,2,Yarra (C),15,15
Y24H6130311,1,Yarra (C),12,12
Y24H6130313,1,Yarra (C),14,14
Y24H6130319,1,Yarra (C),5,5
Y24H6130320,3,Yarra (C),15,15
Y24H6130321,1,Yarra (C),12,12
Y24H6130322,1,Yarra (C),4,4
Y24H6130327,1,Yarra (C),12,12
Y24H6130331,1,Yarra (C),8,8
Y24H6130333,1,Yarra (C),9,9
Y24H6130335,2,Yarra (C),12,12
Y24H6130337,0,Yarra (C),4,4
Y24H6130401,2,Whittlesea (C),11,11
Y24H6130402,1,Whittlesea (C),12,12
Y24H6130408,3,Whittlesea (C),16,16
Y24H6130415,2,Whittlesea (C),15,15
Y24H6130421,2,Whittlesea (C),10,10
Y24H6130429,2,Whittlesea (C),18,18
Y24H6130432,2,Whittlesea (C),6,6
Y24H6130436,4,Whittlesea (C),13,13
Y24H6130438,1,Whittlesea (C),13,13
Y24H6136205,2,Greater Shepparton (C),3,3
Y24H6136209,3,Greater Shepparton (C),6,6
Y24H6136210,2,Greater Shepparton (C),15,15
Y24H6136221,4,Greater Shepparton (C),3,3
Y24H6136225,4,Greater Shepparton (C),13,13
Y24H6136226,2,Greater Shepparton (C),14,14
Y24H6136228,2,Greater Shepparton (C),15,15
Y24H6136231,3,Greater Shepparton (C),15,15
Y24H6136232,2,Greater Shepparton (C),15,15
Y24H6136234,2,Greater Shepparton (C),11,11
Y24H6136235,2,Greater Shepparton (C),13,13
Y24H6136236,2,Greater Shepparton (C),12,12
Y24H6136237,4,Greater Shepparton (C),15,15
Y24H6136242,2,Greater Shepparton (C),13,13
Y24H6140202,1,Boroondara (C),18,18
Y24H6140203,1,Boroondara (C),4,4
Y24H6140204,6,Boroondara (C),19,19
Y24H6140205,2,Boroondara (C),13,13
Y24H6140206,3,Boroondara (C),15,15
Y24H6140207,1,Boroondara (C),15,15
Y24H6140208,1,Boroondara (C),5,5
Y24H6140209,1,Boroondara (C),17,17
Y24H6140210,2,Boroondara (C),12,12
Y24H6140213,3,Boroondara (C),17,17
Y24H6140215,3,Boroondara (C),12,12
Y24H6140217,2,Boroondara (C),17,17
Y24H6140219,2,Boroondara (C),13,13
Y24H6140222,1,Stonnington (C),3,3
Y24H6140225,1,Stonnington (C),7,7
Y24H6140229,2,Stonnington (C),7,7
Y24H6140230,3,Stonnington (C),14,14
Y24H6140231,1,Stonnington (C),1,1
Y24H6140232,3,Stonnington (C),14,14
Y24H6140237,3,Stonnington (C),12,12
Y24H6140238,2,Stonnington (C),12,12
Y24H6140239,3,Stonnington (C),15,15
Y24H6140242,3,Stonnington (C),16,16
Y24H6140301,1,Port Phillip (C),5,5
Y24H6140302,2,Port Phillip (C),18,18
Y24H6140303,1,Port Phillip (C),17,17
Y24H6140308,1,Port Phillip (C),12,12
Y24H6140310,1,Port Phillip (C),8,8
Y24H6140313,1,Port Phillip (C),12,12
Y24H6140315,1,Port Phillip (C),4,4
Y24H6140318,1,Port Phillip (C),12,12
Y24H6140321,1,Port Phillip (C),18,18
Y24H6140324,2,Port Phillip (C),8,8
Y24H6140325,2,Port Phillip (C),18,18
Y24H6140329,2,Port Phillip (C),18,18
Y24H6140330,2,Port Phillip (C),18,18
Y24H6140331,1,Port Phillip (C),13,13
Y24H6140333,3,Port Phillip (C),16,16
Y24H6140335,1,Port Phillip (C),4,4
Y24H6140339,2,Port Phillip (C),14,14
Y24H6140342,2,Port Phillip (C),16,16
Y24H6140401,1,Merri-bek (C),7,7
Y24H6140405,1,Merri-bek (C),14,14
Y24H6140407,1,Merri-bek (C),14,14
Y24H6140413,1,Merri-bek (C),11,11
Y24H6140414,2,Merri-bek (C),18,18
Y24H6140415,0,Merri-bek (C),12,12
Y24H6140418,2,Merri-bek (C),7,7
Y24H6140419,2,Merri-bek (C),15,15
Y24H6140420,2,Merri-bek (C),13,13
