hhid,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,homesubregion_ASGS,homeregion_ASGS,dayType,weekly_hhinc_group,annual_hhinc_group
Y24H6170329,1,"Unit, Flat or Apartment",Fully Owned,0,1,May,Monday,Glen Eira (C),50->54,50->54,50->54,MELB - Inner,Greater Melbourne,Weekday,8,8
Y24H6170332,1,"Unit, Flat or Apartment",Being Rented,0,1,May,Thursday,Glen Eira (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekday,10,10
Y24H6170337,1,"Unit, Flat or Apartment",Being Rented,0,0,May,Tuesday,Glen Eira (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekday,10,10
Y24H6170341,1,"Unit, Flat or Apartment",Being Rented,5,0,May,Saturday,Glen Eira (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekend,7,7
Y24H6170404,2,"Unit, Flat or Apartment",Being Rented,1,0,May,Thursday,Darebin (C),30->34,30->34,35->39,MELB - Inner,Greater Melbourne,Weekday,12,12
Y24H6170405,1,"Unit, Flat or Apartment",Being Rented,0,1,May,Friday,Darebin (C),35->39,35->39,35->39,MELB - Inner,Greater Melbourne,Weekday,4,4
Y24H6170407,2,Separate House,Fully Owned,6,2,May,Sunday,Darebin (C),70->74,70->74,70->74,MELB - Inner,Greater Melbourne,Weekend,12,12
Y24H6170409,1,Terrace or Townhouse,Fully Owned,1,1,May,Tuesday,Darebin (C),45->49,45->49,45->49,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H6170410,2,"Unit, Flat or Apartment",Being Rented,1,1,May,Wednesday,Darebin (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H6170411,1,Terrace or Townhouse,Being Purchased,0,0,May,Thursday,Darebin (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H6170413,2,"Unit, Flat or Apartment",Being Rented,1,0,May,Saturday,Darebin (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekend,13,13
Y24H6170414,4,Separate House,Being Rented,5,2,May,Sunday,Darebin (C),15->19,30->34,45->49,MELB - Inner,Greater Melbourne,Weekend,18,18
Y24H6170415,4,Separate House,Being Purchased,4,3,May,Monday,Darebin (C),0->4,20->24,35->39,MELB - Inner,Greater Melbourne,Weekday,15,15
Y24H6170418,1,Terrace or Townhouse,Being Rented,0,0,May,Thursday,Darebin (C),55->59,55->59,55->59,MELB - Inner,Greater Melbourne,Weekday,2,2
Y24H6170420,2,"Unit, Flat or Apartment",Being Rented,Missing/Refused,1,May,Saturday,Darebin (C),35->39,35->39,40->44,MELB - Inner,Greater Melbourne,Weekend,13,13
Y24H6170424,2,"Unit, Flat or Apartment",Being Rented,0,2,May,Wednesday,Darebin (C),20->24,20->24,25->29,MELB - Inner,Greater Melbourne,Weekday,13,13
Y24H6170426,1,"Unit, Flat or Apartment",Fully Owned,0,1,May,Friday,Darebin (C),35->39,35->39,35->39,MELB - Inner,Greater Melbourne,Weekday,12,12
Y24H6170427,1,"Unit, Flat or Apartment",Being Purchased,0,1,May,Saturday,Darebin (C),55->59,55->59,55->59,MELB - Inner,Greater Melbourne,Weekend,14,14
Y24H6170430,1,"Unit, Flat or Apartment",Being Purchased,1,1,May,Tuesday,Darebin (C),35->39,35->39,35->39,MELB - Inner,Greater Melbourne,Weekday,9,9
Y24H6170432,3,Separate House,Fully Owned,3,1,May,Thursday,Darebin (C),10->14,25->29,50->54,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H6170433,1,Separate House,Fully Owned,0,0,May,Friday,Darebin (C),90->94,90->94,90->94,MELB - Inner,Greater Melbourne,Weekday,2,2
Y24H6170434,2,"Unit, Flat or Apartment",Being Rented,2,0,May,Saturday,Darebin (C),15->19,30->34,40->44,MELB - Inner,Greater Melbourne,Weekend,7,7
Y24H6170436,1,"Unit, Flat or Apartment",Being Purchased,1,1,May,Monday,Darebin (C),45->49,45->49,45->49,MELB - Inner,Greater Melbourne,Weekday,10,10
Y24H6170438,2,Separate House,Fully Owned,4,2,May,Wednesday,Darebin (C),30->34,30->34,35->39,MELB - Inner,Greater Melbourne,Weekday,8,8
Y24H6170440,4,Terrace or Townhouse,Being Purchased,3,1,May,Friday,Darebin (C),5->9,20->24,35->39,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H6180101,4,Separate House,Fully Owned,0,2,May,Monday,Casey (C),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6180103,5,Separate House,Being Purchased,0,3,May,Wednesday,Casey (C),15->19,40->44,80->84,MELB - Outer,Greater Melbourne,Weekday,16,16
Y24H6180104,4,Terrace or Townhouse,Fully Owned,0,4,May,Thursday,Casey (C),20->24,35->39,60->64,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6180109,6,Separate House,Being Rented,0,4,May,Tuesday,Casey (C),20->24,35->39,65->69,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6180116,2,Separate House,Fully Owned,0,1,May,Tuesday,Casey (C),65->69,70->74,75->79,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6180118,2,Separate House,Fully Owned,0,2,May,Thursday,Casey (C),20->24,35->39,55->59,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6180121,2,Separate House,Being Rented,Missing/Refused,0,June,Sunday,Casey (C),80->84,80->84,85->89,MELB - Outer,Greater Melbourne,Weekend,5,5
Y24H6180123,2,"Unit, Flat or Apartment",Being Rented,0,1,May,Tuesday,Greater Dandenong (C),25->29,25->29,25->29,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6180126,2,"Unit, Flat or Apartment",Being Rented,0,1,May,Friday,Greater Dandenong (C),35->39,40->44,40->44,MELB - Outer,Greater Melbourne,Weekday,16,16
Y24H6180133,1,"Unit, Flat or Apartment",Being Rented,0,1,May,Friday,Greater Dandenong (C),85->89,85->89,85->89,MELB - Outer,Greater Melbourne,Weekday,5,5
Y24H6180136,2,"Unit, Flat or Apartment",Being Rented,0,0,May,Monday,Greater Dandenong (C),15->19,35->39,50->54,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6180138,2,"Unit, Flat or Apartment",Being Rented,0,1,May,Wednesday,Greater Dandenong (C),25->29,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6180142,3,"Unit, Flat or Apartment",Being Rented,0,1,June,Sunday,Greater Dandenong (C),0->4,20->24,30->34,MELB - Outer,Greater Melbourne,Weekend,8,8
Y24H6180202,2,Separate House,Fully Owned,0,2,May,Tuesday,Knox (C),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6180203,4,Separate House,Being Purchased,4,2,May,Wednesday,Knox (C),10->14,25->29,45->49,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6180205,1,Separate House,Being Purchased,3,1,May,Friday,Knox (C),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6180206,1,Separate House,Fully Owned,1,1,June,Saturday,Knox (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekend,3,3
Y24H6180208,1,Separate House,Fully Owned,0,1,May,Monday,Knox (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H6180209,2,Separate House,Fully Owned,Missing/Refused,2,May,Tuesday,Knox (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6180210,2,Separate House,Being Rented,4,2,May,Wednesday,Knox (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6180212,2,Separate House,Fully Owned,0,3,May,Friday,Knox (C),45->49,45->49,45->49,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6180214,3,Separate House,Being Rented,0,0,June,Sunday,Knox (C),25->29,35->39,55->59,MELB - Outer,Greater Melbourne,Weekend,3,3
Y24H6180217,4,Separate House,Being Purchased,4,3,May,Wednesday,Knox (C),10->14,35->39,55->59,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6180218,2,Separate House,Being Purchased,2,3,May,Thursday,Knox (C),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6180219,2,Separate House,Fully Owned,0,2,May,Friday,Knox (C),50->54,50->54,55->59,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6180220,2,Separate House,Being Purchased,0,3,June,Saturday,Knox (C),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H6180221,2,Separate House,Being Purchased,0,3,June,Sunday,Knox (C),40->44,40->44,45->49,MELB - Outer,Greater Melbourne,Weekend,18,18
Y24H6180224,2,Separate House,Fully Owned,0,2,May,Wednesday,Yarra Ranges (S),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6180225,2,Separate House,Being Purchased,4,2,May,Thursday,Yarra Ranges (S),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6180226,1,Separate House,Fully Owned,0,2,May,Friday,Yarra Ranges (S),85->89,85->89,85->89,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H6180227,4,Separate House,Being Purchased,2,3,June,Saturday,Yarra Ranges (S),10->14,30->34,45->49,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H6180233,1,Separate House,Fully Owned,0,1,May,Friday,Yarra Ranges (S),85->89,85->89,85->89,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H6180234,1,Separate House,Fully Owned,0,3,June,Saturday,Yarra Ranges (S),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6180235,2,Separate House,Being Purchased,1,2,June,Sunday,Yarra Ranges (S),45->49,50->54,50->54,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H6180237,3,Separate House,Being Purchased,3,3,May,Tuesday,Yarra Ranges (S),15->19,35->39,50->54,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6180240,4,Separate House,Being Purchased,2,2,May,Friday,Yarra Ranges (S),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6180402,2,Separate House,Being Rented,1,1,May,Tuesday,Merri-bek (C),20->24,20->24,25->29,MELB - Inner,Greater Melbourne,Weekday,5,5
Y24H6180406,2,"Unit, Flat or Apartment",Being Rented,3,0,June,Saturday,Merri-bek (C),30->34,30->34,35->39,MELB - Inner,Greater Melbourne,Weekend,8,8
Y24H6180407,2,"Unit, Flat or Apartment",Being Rented,1,2,June,Sunday,Merri-bek (C),20->24,25->29,25->29,MELB - Inner,Greater Melbourne,Weekend,5,5
Y24H6180409,2,"Unit, Flat or Apartment",Being Rented,1,1,May,Tuesday,Merri-bek (C),25->29,30->34,30->34,MELB - Inner,Greater Melbourne,Weekday,10,10
Y24H6180410,4,Separate House,Fully Owned,4,4,May,Wednesday,Merri-bek (C),15->19,35->39,50->54,MELB - Inner,Greater Melbourne,Weekday,6,6
Y24H6180415,1,Separate House,Fully Owned,0,1,May,Monday,Merri-bek (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H6180417,1,"Unit, Flat or Apartment",Fully Owned,1,1,May,Wednesday,Merri-bek (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H6180421,3,Separate House,Being Purchased,3,2,June,Sunday,Merri-bek (C),10->14,25->29,50->54,MELB - Inner,Greater Melbourne,Weekend,8,8
Y24H6180424,1,Terrace or Townhouse,Being Purchased,0,1,May,Wednesday,Merri-bek (C),30->34,30->34,30->34,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6180428,1,Terrace or Townhouse,Being Purchased,0,1,June,Sunday,Merri-bek (C),35->39,35->39,35->39,MELB - Middle,Greater Melbourne,Weekend,12,12
Y24H6180430,2,"Unit, Flat or Apartment",Being Rented,1,1,May,Tuesday,Merri-bek (C),30->34,30->34,30->34,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H6180441,2,Separate House,Being Purchased,2,1,June,Saturday,Merri-bek (C),45->49,45->49,45->49,MELB - Middle,Greater Melbourne,Weekend,11,11
Y24H6180501,2,Terrace or Townhouse,Fully Owned,Missing/Refused,2,May,Monday,Maribyrnong (C),30->34,35->39,35->39,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H6180507,2,Terrace or Townhouse,Being Purchased,4,2,June,Sunday,Maribyrnong (C),45->49,45->49,45->49,MELB - Middle,Greater Melbourne,Weekend,13,13
Y24H6180509,5,Separate House,Being Purchased,2,4,May,Tuesday,Maribyrnong (C),0->4,30->34,55->59,MELB - Middle,Greater Melbourne,Weekday,1,1
Y24H6180510,3,Terrace or Townhouse,Being Purchased,1,4,May,Wednesday,Maribyrnong (C),20->24,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H6180513,4,Separate House,Fully Owned,2,4,June,Saturday,Maribyrnong (C),20->24,40->44,60->64,MELB - Middle,Greater Melbourne,Weekend,16,16
Y24H6180515,4,Terrace or Townhouse,Fully Owned,3,3,May,Monday,Maribyrnong (C),15->19,35->39,60->64,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H6180516,3,Separate House,Fully Owned,3,3,May,Tuesday,Maribyrnong (C),40->44,60->64,75->79,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H6180518,1,Separate House,Being Purchased,Missing/Refused,1,May,Thursday,Maribyrnong (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6180520,2,Separate House,Fully Owned,0,1,June,Saturday,Maribyrnong (C),75->79,75->79,80->84,MELB - Middle,Greater Melbourne,Weekend,2,2
Y24H6180523,2,Separate House,Being Purchased,0,2,May,Tuesday,Moonee Valley (C),35->39,35->39,35->39,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6180524,2,Terrace or Townhouse,Fully Owned,0,2,May,Wednesday,Moonee Valley (C),55->59,55->59,60->64,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H6180525,1,Separate House,Fully Owned,0,1,May,Thursday,Moonee Valley (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H6180529,3,Terrace or Townhouse,Being Purchased,2,3,May,Monday,Moonee Valley (C),15->19,30->34,55->59,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6180531,2,Separate House,Fully Owned,0,2,May,Wednesday,Moonee Valley (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6180534,2,Terrace or Townhouse,Fully Owned,1,2,June,Saturday,Moonee Valley (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekend,12,12
Y24H6180536,5,Terrace or Townhouse,Fully Owned,Missing/Refused,2,May,Monday,Moonee Valley (C),0->4,15->19,35->39,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6180539,2,Separate House,Fully Owned,2,2,May,Thursday,Moonee Valley (C),55->59,55->59,55->59,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H6180542,3,Separate House,Fully Owned,3,3,June,Sunday,Moonee Valley (C),15->19,45->49,60->64,MELB - Middle,Greater Melbourne,Weekend,13,13
Y24H6190104,2,"Unit, Flat or Apartment",Fully Owned,2,2,June,Thursday,Mornington Peninsula (S),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H6190106,2,Separate House,Fully Owned,2,2,June,Saturday,Mornington Peninsula (S),60->64,65->69,70->74,MELB - Outer,Greater Melbourne,Weekend,5,5
Y24H6190107,2,Separate House,Being Purchased,Missing/Refused,2,June,Sunday,Mornington Peninsula (S),25->29,40->44,50->54,MELB - Outer,Greater Melbourne,Weekend,10,10
Y24H6190108,1,Separate House,Fully Owned,Missing/Refused,1,June,Monday,Mornington Peninsula (S),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6190110,2,Separate House,Being Purchased,1,2,June,Wednesday,Mornington Peninsula (S),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6190115,1,"Unit, Flat or Apartment",Being Rented,3,2,June,Monday,Mornington Peninsula (S),45->49,45->49,45->49,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6190117,3,Separate House,Being Rented,2,1,June,Wednesday,Mornington Peninsula (S),5->9,20->24,45->49,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6190118,3,Separate House,Being Purchased,3,2,June,Thursday,Mornington Peninsula (S),10->14,40->44,50->54,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6190120,4,Separate House,Being Purchased,4,3,June,Saturday,Mornington Peninsula (S),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H6190121,2,Separate House,Being Purchased,0,2,June,Sunday,Mornington Peninsula (S),40->44,45->49,45->49,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H6190122,4,Separate House,Being Purchased,5,7,June,Monday,Mornington Peninsula (S),10->14,30->34,50->54,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6190124,2,Separate House,Fully Owned,2,2,June,Wednesday,Mornington Peninsula (S),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6190125,2,Separate House,Being Purchased,Missing/Refused,2,June,Thursday,Mornington Peninsula (S),60->64,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6190130,3,Separate House,Being Purchased,0,3,June,Tuesday,Mornington Peninsula (S),25->29,45->49,60->64,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6190132,4,Separate House,Being Purchased,4,2,June,Thursday,Mornington Peninsula (S),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6190133,1,Separate House,Being Purchased,Missing/Refused,1,June,Friday,Mornington Peninsula (S),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6190136,2,Separate House,Being Purchased,2,3,June,Monday,Mornington Peninsula (S),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6190137,2,Separate House,Fully Owned,0,3,June,Tuesday,Mornington Peninsula (S),70->74,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6190138,2,Separate House,Fully Owned,2,2,June,Wednesday,Mornington Peninsula (S),35->39,50->54,65->69,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6190139,3,Separate House,Being Purchased,Missing/Refused,3,June,Thursday,Mornington Peninsula (S),20->24,40->44,50->54,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6190142,2,Separate House,Fully Owned,0,2,June,Sunday,Mornington Peninsula (S),70->74,70->74,75->79,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6190201,2,Separate House,Fully Owned,0,2,June,Monday,Boroondara (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6190202,2,Separate House,Being Purchased,1,1,June,Tuesday,Boroondara (C),30->34,30->34,35->39,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6190204,1,Terrace or Townhouse,Being Purchased,0,0,June,Thursday,Boroondara (C),30->34,30->34,30->34,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6190205,5,Separate House,Being Rented,0,4,June,Friday,Boroondara (C),25->29,25->29,25->29,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6190212,2,Separate House,Fully Owned,0,2,June,Friday,Boroondara (C),60->64,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,16,16
Y24H6190214,4,Separate House,Fully Owned,3,3,June,Sunday,Boroondara (C),15->19,35->39,55->59,MELB - Middle,Greater Melbourne,Weekend,13,13
Y24H6190219,4,Separate House,Fully Owned,Missing/Refused,2,June,Friday,Boroondara (C),15->19,40->44,60->64,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6190222,2,Separate House,Fully Owned,2,2,June,Monday,Boroondara (C),65->69,70->74,75->79,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6190226,4,Separate House,Fully Owned,2,3,June,Friday,Boroondara (C),0->4,20->24,35->39,MELB - Middle,Greater Melbourne,Weekday,8,8
Y24H6190229,3,Separate House,Being Rented,2,2,June,Monday,Boroondara (C),5->9,25->29,35->39,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6190232,2,Separate House,Being Purchased,4,4,June,Thursday,Boroondara (C),45->49,45->49,50->54,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6190233,3,Separate House,Being Purchased,1,2,June,Friday,Boroondara (C),0->4,20->24,35->39,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6190235,1,"Unit, Flat or Apartment",Fully Owned,0,1,June,Sunday,Boroondara (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekend,4,4
Y24H6190238,1,"Unit, Flat or Apartment",Being Rented,2,1,June,Wednesday,Boroondara (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6190239,4,Separate House,Fully Owned,2,1,June,Thursday,Boroondara (C),10->14,30->34,55->59,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6190241,2,Separate House,Fully Owned,2,1,June,Saturday,Boroondara (C),25->29,45->49,60->64,MELB - Middle,Greater Melbourne,Weekend,9,9
Y24H6190242,4,Separate House,Fully Owned,0,2,June,Sunday,Boroondara (C),10->14,20->24,35->39,MELB - Middle,Greater Melbourne,Weekend,3,3
Y24H6190302,2,Separate House,Being Purchased,Missing/Refused,4,June,Tuesday,Glen Eira (C),50->54,50->54,50->54,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6190304,5,Separate House,Being Purchased,Missing/Refused,2,June,Thursday,Glen Eira (C),10->14,25->29,45->49,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6190306,1,Separate House,Being Rented,0,1,June,Saturday,Glen Eira (C),55->59,55->59,55->59,MELB - Middle,Greater Melbourne,Weekend,7,7
Y24H6190307,1,Separate House,Fully Owned,0,1,June,Sunday,Glen Eira (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekend,2,2
Y24H6190308,5,Separate House,Being Rented,0,1,June,Monday,Glen Eira (C),25->29,55->59,85->89,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H6190313,2,Separate House,Being Rented,0,1,June,Saturday,Glen Eira (C),30->34,35->39,35->39,MELB - Middle,Greater Melbourne,Weekend,17,17
Y24H6190314,2,Terrace or Townhouse,Being Purchased,0,1,June,Sunday,Glen Eira (C),25->29,30->34,30->34,MELB - Middle,Greater Melbourne,Weekend,17,17
Y24H6190315,4,Separate House,Being Purchased,3,2,June,Monday,Glen Eira (C),10->14,30->34,55->59,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H6190319,3,Terrace or Townhouse,Being Purchased,0,2,June,Friday,Glen Eira (C),0->4,20->24,30->34,MELB - Middle,Greater Melbourne,Weekday,16,16
Y24H6190321,1,Separate House,Fully Owned,0,0,June,Sunday,Glen Eira (C),55->59,55->59,55->59,MELB - Middle,Greater Melbourne,Weekend,12,12
Y24H6190322,1,"Unit, Flat or Apartment",Being Purchased,0,1,June,Monday,Glen Eira (C),35->39,35->39,35->39,MELB - Middle,Greater Melbourne,Weekday,5,5
Y24H6190324,2,"Unit, Flat or Apartment",Fully Owned,0,2,June,Wednesday,Glen Eira (C),55->59,55->59,60->64,MELB - Middle,Greater Melbourne,Weekday,1,1
Y24H6190325,2,Separate House,Fully Owned,1,1,June,Thursday,Glen Eira (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H6190327,1,Terrace or Townhouse,Fully Owned,0,1,June,Saturday,Glen Eira (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekend,4,4
Y24H6190330,2,Separate House,Being Purchased,1,3,June,Tuesday,Glen Eira (C),60->64,60->64,65->69,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6190331,4,Terrace or Townhouse,Being Purchased,2,1,June,Wednesday,Glen Eira (C),0->4,20->24,40->44,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6190332,1,"Unit, Flat or Apartment",Fully Owned,0,1,June,Thursday,Glen Eira (C),85->89,85->89,85->89,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H6190335,2,Separate House,Being Rented,Missing/Refused,1,June,Sunday,Glen Eira (C),15->19,40->44,65->69,MELB - Middle,Greater Melbourne,Weekend,0,0
Y24H6190404,1,"Unit, Flat or Apartment",Fully Owned,0,1,June,Thursday,Darebin (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,8,8
Y24H6190406,1,"Unit, Flat or Apartment",Being Rented,0,1,June,Saturday,Darebin (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekend,7,7
Y24H6190408,2,Separate House,Being Purchased,0,2,June,Monday,Darebin (C),30->34,30->34,30->34,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6190409,1,Terrace or Townhouse,Fully Owned,0,1,June,Tuesday,Darebin (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H6190423,1,"Unit, Flat or Apartment",Fully Owned,0,0,June,Tuesday,Darebin (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H6190429,1,"Unit, Flat or Apartment",Fully Owned,0,0,June,Monday,Darebin (C),85->89,85->89,85->89,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H6190432,1,"Unit, Flat or Apartment",Fully Owned,0,1,June,Thursday,Darebin (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekday,3,3
Y24H6190435,1,"Unit, Flat or Apartment",Fully Owned,0,1,June,Sunday,Darebin (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekend,5,5
Y24H6190437,1,"Unit, Flat or Apartment",Being Rented,0,1,June,Tuesday,Darebin (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H6190440,1,Other,Fully Owned,0,1,June,Friday,Darebin (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6200102,2,Separate House,Fully Owned,0,1,June,Tuesday,Mornington Peninsula (S),55->59,60->64,70->74,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6200103,2,Separate House,Fully Owned,5,2,June,Wednesday,Mornington Peninsula (S),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6200105,2,Separate House,Being Rented,0,3,June,Friday,Mornington Peninsula (S),45->49,50->54,55->59,MELB - Outer,Greater Melbourne,Weekday,16,16
Y24H6200107,2,Separate House,Fully Owned,Missing/Refused,2,June,Sunday,Mornington Peninsula (S),70->74,70->74,70->74,MELB - Outer,Greater Melbourne,Weekend,4,4
Y24H6200109,2,Separate House,Fully Owned,0,1,June,Tuesday,Mornington Peninsula (S),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6200110,2,Separate House,Being Purchased,0,2,June,Wednesday,Mornington Peninsula (S),50->54,55->59,65->69,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H6200112,2,Separate House,Fully Owned,0,2,June,Friday,Mornington Peninsula (S),70->74,70->74,75->79,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6200113,2,Separate House,Fully Owned,0,2,June,Saturday,Mornington Peninsula (S),75->79,75->79,80->84,MELB - Outer,Greater Melbourne,Weekend,9,9
Y24H6200114,4,Separate House,Fully Owned,3,2,June,Sunday,Mornington Peninsula (S),10->14,25->29,45->49,MELB - Outer,Greater Melbourne,Weekend,5,5
